,Unnamed: 0,album_release_date,album_type,album_name,track_explicit,track_track,track_name,track_id,playlist_id,multiple_artists,Artist_1,Artist_2,Artist_3,Artist_4,Artist_5,new_track_name,lyrics,g_full_titles,g_artists,playlist_name,g_title,title_match_score,title_pass_fail,cleaned_lyrics,yt_explicit_words,yt_explicit_count,cmu_explicit_words,cmu_explicit_count
346,346,2017-11-17,album,Diamond Diana: The Legacy Collection,False,True,Ain't No Mountain High Enough,1KbuhBnzMHp4eq1q6flhWd,37i9dQZF1DWTJ7xPn4vNaz,False,Diana Ross,,,,,Ain't No Mountain High Enough,"If you need me, call me No matter where you are No matter how far Just call my name I'll be there in a hurry On that you can depend and never worry You see, my love is alive It's like a seed that only needs the thought of you to grow So if you feel the need for company Please, my darling, let it be me  I may not be able to express The depth of the love I feel for you But a writer put it very nicely When he was away from the one he loved He sat down and wrote these words  No wind, (no wind) no rain, (no rain) Nor winter's cold Can stop me, babe (oh, babe) baby (baby) If you're my goal No wind, no rain Can stop If you want to go I know, I know you must follow the sun Wherever it leads But remember If you should fall short of your desires Remember life holds for you one guarantee You'll always have me And if you should miss my love One of these old days If you should ever miss the arms That used to hold you so close, or the lips That used to touch yours so tenderly Just remember what I told you The day I set you free  Ain't no mountain high enough, aah Ain't no valley low enough Ain't no river wide enough To keep me from you Ain't no mountain high enough Ain't no valley low enough (say it again) Ain't no river wide enough To keep me from you Ain't no mountain high enough Nothing can keep me To keep me from you  Ain't no mountain high enough Ain't no valley low enough (one more time) Ain't no river wide enough (say it again) To keep me from you  Ain't no mountain high enough Nothing can keep me To keep me from you Nothing in this world6",Ain't No Mountain High Enough by Diana Ross,Diana Ross,1970s,Ain't No Mountain High Enough,100,pass,"{'', 'need', 'close', 'enough', 'know', 'used', 'always', 'depend', 'away', 'world6', 'ever', 'darling', 'leads', 'tenderly', 'call', 'like', 'valley', 'name', 'free', 'far', 'put', 'hurry', 'lips', 'stop', 'cold', 'wrote', 'river', 'express', 'oh', 'remember', 'never', 'desires', 'worry', 'nothing', 'feel', 'low', 'arms', 'needs', 'keep', 'baby', 'please', 'goal', 'told', 'sat', 'day', 'seed', 'rain', 'must', 'miss', 'short', 'let', 'wherever', 'matter', 'words', 'want', 'wide', 'go', 'sun', 'hold', 'nicely', 'able', 'company', 'say', 'alive', 'see', 'holds', 'touch', 'days', 'loved', 'time', 'love', 'high', 'aah', 'grow', 'one', 'writer', 'follow', 'old', 'life', 'babe', 'mountain', 'wind', 'winters', 'guarantee', 'fall', 'may', 'set', 'thought', 'depth'}",{'babe'},1,{'babe'},1
347,347,1972-12-01,album,Transformer,False,True,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,37i9dQZF1DWTJ7xPn4vNaz,False,Lou Reed,,,,,Walk On the Wild Side,"Holly came from Miami, FLA Hitchhiked her way across the U.S.A Plucked her eyebrows on the way Shaved her legs and then he was a she  She says, ""Hey babe, take a walk on the wild side"" Said, ""Hey honey, take a walk on the wild side""  Candy came from out on the Island In the backroom, she was everybody's darling But she never lost her head Even when she was giving head  She says, ""Hey babe, take a walk on the wild side"" Said, ""Hey babe, take a walk on the wild side""  And the colored girls go Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo (Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Dooh) Little Joe never once gave it away Everybody had to pay and pay A hustle here and a hustle there New York City is the place where they said  ""Hey babe, take a walk on the wild side"" I said, ""Hey Joe, take a walk on the wild side""  Sugar Plum Fairy came and hit the streets Looking for soul food and a place to eat Went to the Apollo You should've seen him go, go, go  They said, ""Hey sugar, take a walk on the wild side"" I said, ""Hey babe, take a walk on the wild side"" Alright, huh  Jackie is just speeding away Thought she was James Dean for a day Then I guess she had to crash Valium would've helped that bash She said, ""Hey babe, take a walk on the wild side"" I said, ""Hey honey, take a walk on the wild side""  And the colored girls say Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo (Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Doo, doo-doo, doo-doo, doo-doo-doo Dooh) 28",Walk on the Wild Side by Lou Reed,Lou Reed,1970s,Walk on the Wild Side,100,pass,"{'', 'doodoo', 'would', 'hit', 'head', 'across', 'away', 'eyebrows', 'gave', 'crash', 'apollo', 'take', 'darling', 'usa', 'jackie', 'girls', 'guess', 'valium', 'lost', 'huh', 'said', 'hitchhiked', 'never', 'everybodys', 'place', 'side', 'eat', 'plucked', 'pay', 'streets', 'legs', 'came', 'giving', 'seen', 'bash', 'island', 'new', 'went', 'city', 'day', 'wild', 'soul', 'fairy', 'dooh', '28', 'hustle', 'walk', 'alright', 'colored', 'york', 'says', 'honey', 'shaved', 'go', 'sugar', 'even', 'plum', 'dean', 'candy', 'say', 'speeding', 'joe', 'miami', 'little', 'looking', 'hey', 'doodoodoo', 'helped', 'food', 'james', 'doo', 'fla', 'everybody', 'babe', 'backroom', 'holly', 'way', 'thought'}","{'babe', 'valium'}",2,"{'doodoo', 'crash', 'girls', 'fairy', 'colored', 'babe'}",6
348,348,1972-10-28,album,Talking Book,False,True,Superstition,4N0TP4Rmj6QQezWV88ARNJ,37i9dQZF1DWTJ7xPn4vNaz,False,Stevie Wonder,,,,,Superstition,"Very superstitious Writing's on the wall Very superstitious Ladder's about to fall Thirteen month old baby Broke the looking glass Seven years of bad luck The good things in your past  When you believe in things That you don't understand Then you suffer Superstition ain't the way  Very superstitious Wash your face and hands Rid me of the problem Do all that you can Keep me in a daydream Keep me going strong You don't want to save me Sad is my song When you believe in things That you don't understand Then you suffer Superstition ain't the way  Very superstitious Nothing more to say Very superstitious The devil's on his way Thirteen month old baby Broke the looking glass Seven years of bad luck Good things in your past  When you believe in things That you don't understand Then you suffer Superstition ain't the way No, no, no25",Superstition by Stevie Wonder,Stevie Wonder,1970s,Superstition,100,pass,"{'', 'things', 'daydream', 'strong', 'writings', 'song', 'hands', 'glass', 'save', 'superstition', 'looking', 'bad', 'luck', 'nothing', 'believe', 'wall', 'years', 'superstitious', 'going', 'month', 'keep', 'old', 'want', 'suffer', 'baby', 'seven', 'sad', 'rid', 'broke', 'face', 'thirteen', 'good', 'fall', 'problem', 'say', 'understand', 'no25', 'past', 'wash', 'way', 'ladders', 'devils'}",set(),0,set(),0
349,349,1974,album,Heart Like A Wheel,False,True,You're No Good,23DZLSxCK6kM8FF2RlzKDl,37i9dQZF1DWTJ7xPn4vNaz,False,Linda Ronstadt,,,,,You're No Good,"Feeling better now that we're through Feeling better cause I'm over you I learned my lesson, it left a scar Now I see how you really are  You're no good You're no good You're no good Baby you're no good I'm gonna say it again You're no good You're no good You're no good Baby you're no good  I broke a heart that's gentle and true Well I broke a heart over someone like you I'll beg his forgiveness on bended knee I wouldn't blame him if he said to me  You're no good You're no good You're no good Baby you're no good I'm gonna say it again You're no good You're no good You're no good Baby you're no good  I'm turning you down baby and I'm going my way Forget about you baby cause I'm leaving to stay  You're no good You're no good You're no good Baby you're no good I'm gonna say it again You're no good You're no good You're no good Baby you're no good  Oh, oh no You're no good You're no good You're no good Baby you're no good 6",You're No Good by Linda Ronstadt,Linda Ronstadt,1970s,You're No Good,100,pass,"{'', 'feeling', 'would', 'oh', 'bended', 'said', 'well', 'scar', 'better', 'someone', 'knee', 'left', 'turning', 'heart', 'beg', '6', 'going', 'gentle', 'learned', 'like', 'really', 'baby', 'lesson', 'forgiveness', 'broke', 'stay', 'leaving', 'cause', 'good', 'blame', 'say', 'see', 'forget', 'way', 'true'}",set(),0,set(),0
350,350,1973-05-01,album,Now & Then (Reissue),False,True,Yesterday Once More,3wM6RTAnF7IQpMFd7b9ZcL,37i9dQZF1DWTJ7xPn4vNaz,False,Carpenters,,,,,Yesterday Once More,"When I was young, I'd listen to the radio Waitin' for my favorite songs When they played, I'd sing along It made me smile  Those were such happy times And not so long ago How I wondered where they'd gone But they're back again Just like a long-lost friend All the songs I loved so well  Every ""sha-la-la-la"" Every ""whoa, whoa-oh"" still shines Every ""shing-a-ling-a-ling"" That they're starting to sing so fine When they get to the part Where he's breaking her heart It can really make me cry Just like before, it's yesterday once more (Shoobie-doo, lang, lang) (Shoobie-doo, lang, lang) Lookin' back on how it was in years gone by And the good times that I had Makes today seem rather sad So much has changed  It was songs of love That I would sing to them And I'd memorize each word Those old melodies Still sound so good to me As they melt the years away  Every ""sha-la-la-la"" Every ""whoa, whoa-oh"" still shines (Only oldies, but goodies) Every ""shing-a-ling-a-ling"" That they're starting to sing so fine All my best memories Come back clearly to me Some can even make me cry Just like before, it's yesterday once more (Shoobie-doo, lang, lang) Every ""sha-la-la-la"" Every ""whoa, whoa-oh"" still shines Every ""shing-a-ling-a-ling"" That they're starting to sing so fine Every ""sha-la-la-la"" Every ""whoa, whoa-oh"" still shines Every ""shing-a-ling-a-ling"" That they're starting to sing so fine...4",Yesterday Once More by Carpenters,Carpenters,1970s,Yesterday Once More,100,pass,"{'', 'fine', 'makes', 'would', 'loved', 'ago', 'well', 'love', 'word', 'shalalala', 'cry', 'shoobiedoo', 'played', 'radio', 'still', 'songs', 'along', 'whoaoh', 'shines', 'heart', 'long', 'lookin', 'sound', 'much', 'away', 'years', 'melt', 'rather', 'young', 'come', 'made', 'every', 'friend', 'whoa', 'melodies', 'like', 'part', 'old', 'best', 'oldies', 'smile', 'listen', 'really', 'clearly', 'memorize', 'yesterday', 'fine4', 'starting', 'lang', 'changed', 'shingalingaling', 'back', 'sad', 'even', 'get', 'goodies', 'sing', 'breaking', 'times', 'make', 'good', 'gone', 'wondered', 'seem', 'favorite', 'memories', 'waitin', 'today', 'longlost', 'happy'}",set(),0,set(),0
351,351,1969-11-02,album,Willy And The Poor Boys (40th Anniversary Edition),False,True,Down On The Corner,4YMLW13PuuO7o3jkIWlKAs,37i9dQZF1DWTJ7xPn4vNaz,False,Creedence Clearwater Revival,,,,,Down On The Corner,"Early in the evenin', just about supper time Over by the courthouse, they're starting to unwind Four kids on the corner trying to bring you up Willy picks a tune out and he blows it on the harp  Down on the corner, out in the street Willy and the Poor Boys are playin' Bring a nickel, tap your feet  Rooster hits the washboard, and people just got to smile Blinky thumps the gut bass and solos for a while Poor boy twangs the rhythm out on his Kalamazoo Willy goes into a dance and doubles on kazoo  Down on the corner, out in the street Willy and the Poor Boys are playin' Bring a nickel, tap your feet   Down on the corner, out in the street Willy and the Poor Boys are playin' Bring a nickel, tap your feet You don't need a penny just to hang around But if you've got a nickel, won't you lay your money down? Over on the corner, there's a happy noise People come from all around to watch the magic boy  Down on the corner, out in the street Willy and the Poor Boys are playin' Bring a nickel, tap your feet Down on the corner, out in the street Willy and the Poor Boys are playin' Bring a nickel, tap your feet Down on the corner, out in the street Willy and the Poor Boys are playin' Bring a nickel, tap your feet Down on the corner, out in the street Willy and the Poor Boys are playin'…6",Down on the Corner by Creedence Clearwater Revival,Creedence Clearwater Revival,1970s,Down on the Corner,100,pass,"{'harp', '', 'playin', 'need', 'twangs', 'money', 'nickel', 'kazoo', 'poor', 'time', 'trying', 'kalamazoo', 'evenin', 'boy', 'dance', 'solos', 'lay', 'washboard', 'got', 'feet', 'blows', 'doubles', 'come', 'blinky', 'goes', 'people', 'tap', 'willy', 'smile', 'rhythm', 'penny', 'picks', 'starting', 'bass', 'street', 'magic', 'thumps', 'playin…6', 'gut', 'around', 'noise', 'kids', 'early', 'tune', 'hang', 'courthouse', 'bring', 'supper', 'boys', 'four', 'hits', 'unwind', 'watch', 'corner', 'happy', 'rooster'}",{'willy'},1,{'willy'},1
352,352,2002-01-01,album,Lounge Legends: Sammy Davis Jr.,False,True,Baretta's Theme,0paVRKNExLsN5WCMfh6N7t,37i9dQZF1DWTJ7xPn4vNaz,False,Sammy Davis Jr.,,,,,Baretta's Theme,"Don't go to bed with no price on your head, no, no (Don't do it), no, no Don't do the crime if you can't do the time (Don't do it) (Hurry up) Keep your eye on the sparrow when the going gets narrow (Don't do it) Don't do it Don't roll the dice if you can't pay the price, no, no (Don't do it), don't do it Don't run your feet down no dead end street, no, no (Don't do it) (Hurry up) Just keep your eye on the sparrow when the going gets narrow (Don't do it) Don't do it Don't do me dirt or you're gonna get hurt (Don't do it) Don't run away 'till you hear what I say, no, no (Don't do it) (Hurry up) Keep your eye on the sparrow when the going gets narrow (Don't do it) Don't do it Ain't gonna fight with no thief in the night, oh no (Well, well, well, well, well)",Baretta's Theme by Sammy Davis Jr.,Sammy Davis Jr.,1970s,Baretta's Theme,100,pass,"{'eye', 'oh', 'time', 'hurt', 'well', 'head', 'away', 'pay', 'going', 'feet', 'dead', 'end', 'sparrow', 'keep', 'narrow', 'till', 'run', 'go', 'gets', 'dice', 'street', 'fight', 'hurry', 'get', 'dirt', 'night', 'dont', 'crime', 'cannot', 'hear', 'bed', 'say', 'price', 'roll', 'thief'}",set(),0,"{'dead', 'crime', 'fight'}",3
353,353,1979-05-31,album,Discovery,False,True,Don't Bring Me Down,72ahyckBJfTigJCFCviVN7,37i9dQZF1DWTJ7xPn4vNaz,False,Electric Light Orchestra,,,,,Don't Bring Me Down,"You got me running, going out of my mind You got me thinking that I'm wasting my time  Don't bring me down No, no, no, no, no Ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down  You wanna stay out with your fancy friends I'm telling you, it's gotta be the end  Don't bring me down No, no, no, no, no Ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down  Don't bring me down, Groos Don't bring me down, Groos Don't bring me down, Groos Don't bring me down What happened to the girl I used to know? You let your mind out somewhere down the road  Don't bring me down No, no, no, no, no Ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down  You're always talking 'bout your crazy nights One of these days, you're gonna get it right  Don't bring me down No, no, no, no, no Ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down  Don't bring me down, Groos Don't bring me down, Groos Don't bring me down, Groos Don't bring me down You're looking good, just like a snake in the grass One of these days, you're gonna break your glass  Don't bring me down No, no, no, no, no, no, no, no, no Ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down  You got me shaking, got me running away You got me crawling up to you everyday  Don't bring me down No, no, no, no, no Ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down, down, down, down, down, down  I'll tell you once more before I get off the floor Don't bring me down13",Don't Bring Me Down by Electric Light Orchestra,Electric Light Orchestra,1970s,Don't Bring Me Down,100,pass,"{'', 'fancy', 'days', 'thinking', 'glass', 'friends', 'time', 'tell', 'somewhere', 'groos', 'know', 'break', 'running', 'down13', 'used', 'snake', 'always', 'looking', 'everyday', 'away', 'got', 'girl', 'let', 'going', 'one', 'end', 'telling', 'floor', 'mind', 'like', 'want', 'nights', 'crazy', 'get', 'oohoohhoo', 'stay', 'wasting', 'good', 'bring', 'happened', 'crawling', 'shaking', 'road', 'bout', 'grass', 'right', 'talking'}",set(),0,set(),0
354,354,1970-08-01,album,Signed Sealed And Delivered,False,True,We Can Work It Out,6AplSHtiSr0cqimR27ghdV,37i9dQZF1DWTJ7xPn4vNaz,False,Stevie Wonder,,,,,We Can Work It Out,"(Hey) Try to see things my way (Hey) Do I have to keep on talking 'till I can't go on? (Hey) While you see it your way (Hey) Run the risk of knowing that our love may soon be gone  We can work it out We can work it out  (Hey) Think of what you're saying (Hey) You can get it wrong and still think that it's alright (Hey) Think of what I'm saying (Hey) We can work it out and get it straight, or say good night  We can work it out We can work it out  Life is very short, and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again (Hey) Try to see things my way (Hey) Only time will tell if I am right or I am wrong (Hey) While you see it your way (Hey) There's a chance that we may fall apart before too long  We can work it out We can work it out, hey  (Hey, hey, hey, hey) (Hey, hey, hey, hey, hey) We can work it out (Hey, hey, hey, hey) (Hey, hey, hey, hey, hey) We can work it out (Hey, hey, hey, hey) (Hey, hey, hey, hey, hey) We can work it out (Hey, hey, hey, hey) (Hey, hey, hey, hey, hey) We can work it out Got a feelin', yeah Hey, hey, hey, hey, hey, hey, yeah Work it out with me baby Work it out with me baby, hey Try to see things my way (Hey) Only time will tell if I am right or I am wrong (Hey) While you see it your way (Hey) There's a chance that we might fall apart before too long  We can work it out We can work it out  Think of what you're saying (Hey) You can get it wrong and still think that it's alright (Hey, hey) Think of what I'm saying (Hey) We can work it out and get it straight, or say good night  We can work it out (Hey, hey, hey, hey) We, we, we, we can work it out (Hey, hey, hey, hey, hey) (We can work it out) (Hey, hey, hey, hey) Oh, we can work it out (Hey, hey, hey, hey, hey) Can you work it out baby We can, we can work it out (Hey, hey, hey, hey) Oh yeah, we can work (Hey, hey, hey, hey, hey) We can work, we can work it out",We Can Work It Out by Stevie Wonder,Stevie Wonder,1970s,We Can Work It Out,100,pass,"{'', 'things', 'yeah', 'oh', 'straight', 'time', 'ask', 'tell', 'love', 'might', 'knowing', 'fussing', 'still', 'always', 'hey', 'long', 'fighting', 'saying', 'short', 'got', 'alright', 'work', 'soon', 'think', 'friend', 'wrong', 'risk', 'chance', 'keep', 'till', 'run', 'go', 'life', 'baby', 'get', 'try', 'good', 'night', 'crime', 'cannot', 'gone', 'apart', 'feelin', 'fall', 'say', 'may', 'see', 'way', 'thought', 'talking', 'right'}",set(),0,{'crime'},1
355,355,1971-10-01,album,I Got Lucky,False,True,I Got Lucky,0j5u1HPcFQxKDJQ89zwOFn,37i9dQZF1DWTJ7xPn4vNaz,False,Elvis Presley,,,,,I Got Lucky,"Never found a four leaf clover To bring good luck to me No rabbit's foot, no lucky star No magic wishing tree But I got lucky, yes, I got lucky (I got lucky, lucky when) When I found you, oh oh, yeah  Got no rainbow around my shoulder No horseshoe on my door But I got you to hold me tight And who could ask for more  Oh, I got lucky, yes, I got lucky (I got lucky, lucky when) When I found you (When I found you)  I always walk around With all my fingers crossed I'm afraid the love I found Just might get lost So won't you tell me that you love me Hurry up and name the day And then I'll know that my good luck Is really here to stay   I always walk around With all my fingers crossed I'm afraid the love I found Just might get lost  So won't you tell me that you love me Hurry up and name the day And then I'll know that my good luck Is really here to stay   Oh, I got lucky, yes, I got lucky (I got lucky) When I found you",I Got Lucky by Elvis Presley,Elvis Presley,1970s,I Got Lucky,100,pass,"{'rabbits', '', 'day', 'yeah', 'yes', 'oh', 'never', 'wishing', 'ask', 'tell', 'love', 'know', 'might', 'clover', 'door', 'always', 'crossed', 'afraid', 'luck', 'rainbow', 'foot', 'got', 'walk', 'found', 'tree', 'shoulder', 'leaf', 'fingers', 'name', 'really', 'hold', 'tight', 'star', 'magic', 'could', 'get', 'hurry', 'around', 'stay', 'horseshoe', 'good', 'bring', 'lost', 'lucky', 'four'}",set(),0,set(),0
356,356,1979-02-15,album,We Are Family,False,True,Lost in Music,47eSFHsPDVJwssTTG62Af3,37i9dQZF1DWTJ7xPn4vNaz,False,Sister Sledge,,,,,Lost in Music,"We're lost in music, caught in a trap No turnin' back, we're lost in music We're lost in music, feel so alive I quit my nine to five, we're lost in music  Have you ever seen, some people lose everything First to go is their mind? Huh Responsibility to me is a tragedy I'll get a job some other time, uh-huh I want to join a band and play in front of crazy fans Yes, I call that temptation Give me the melody, that's all that I ever need The music is my salvation  We're lost in music, caught in a trap No turnin' back, we're lost in music We're lost in music, feel so alive I quit my nine to five, we're lost in music  Mmm, hmm, in the spotlight, the band plays so very tight Each and every night, uh-huh It's not vanity, to me, it's my sanity I could never survive Some people ask me, ""What are you gonna be? Why don't you go get a job?"" Uh-uh All that I could say, I won't give up my music Not me, not now, no way, no how, oh... oh...  We're lost in music, caught in a trap (Caught up in our music) No turnin' back, we're lost in music (Ooh... ooh... ooh...) We're lost in music, feel so alive (Don't take our away our music, feel) I quit my nine to five, we're lost in music (I quit, yeah) We're lost in music, caught in a trap (Melody is good to me, I'm caught up in it) No turnin' back, we're lost in music (No, no, no, ooh... doo doo doo doo doo doo) We're lost in music, feel so alive (La da da da da da da da, mmm... hmm...) I quit my nine to five, we're lost in music (I quit, lost in music) We're lost in music, caught in a trap No turnin' back, we're lost in music We're lost in music, feel so alive I quit my nine to five, we're lost in music We're lost in music, caught in a trap No turnin' back, we're lost in music1",Lost In Music by Sister Sledge,Sister Sledge,1970s,Lost In Music,100,pass,"{'', 'band', 'salvation', 'need', 'caught', 'hmm', 'plays', 'nine', 'yes', 'give', 'yeah', 'oh', 'never', 'trap', 'music', 'time', 'ask', 'uhhuh', 'tragedy', 'fans', 'away', 'sanity', 'melody', 'turnin', 'first', 'job', 'ooh', 'ever', 'front', 'going', 'feel', 'take', 'music1', 'every', 'everything', 'mmm', 'doo', 'da', 'people', 'mind', 'seen', 'call', 'survive', 'want', 'la', 'go', 'play', 'tight', 'could', 'back', 'crazy', 'get', 'join', 'responsibility', 'spotlight', 'five', 'night', 'good', 'dont', 'lost', 'uhuh', 'say', 'alive', 'lose', 'temptation', 'vanity', 'quit', 'way', 'huh'}",set(),0,set(),0
357,357,1975,album,Pieces of the Sky (Expanded & Remastered),False,True,Boulder to Birmingham - 2003 Remaster,05XNDab0Lhitzqk7tRpOnY,37i9dQZF1DWTJ7xPn4vNaz,False,Emmylou Harris,,,,,Boulder to Birmingham,"I don't want to hear a love song I got on this airplane just to fly And I know there's life below me But all that it can show me is the prairie and the sky  And I don't want to hear a sad story Full of heartbreak and desire The last time I felt like this I was in the wilderness and the canyon was on fire  And I stood on the mountain In the night and I watched it burn I watched it burn, I watched it burn  I would rock my soul in the bosom of Abraham I would hold my life in his saving grace I would walk all the way from Boulder to Birmingham If I thought I could see, I could see your face  Well, you really got me this time And the hardest part is knowing I'll survive I have come to listen for the sound Of the trucks as they move down out on ninety five And pretend that it's the ocean Coming down to wash me clean, to wash me clean Baby, do you know what I mean  I would rock my soul in the bosom of Abraham I would hold my life in his saving grace I would walk all the way from Boulder to Birmingham If I thought I could see, I could see your face If I thought I could see, I could see your face",Boulder to Birmingham by Emmylou Harris,Emmylou Harris,1970s,Boulder to Birmingham,100,pass,"{'', 'song', 'would', 'soul', 'ocean', 'move', 'time', 'bosom', 'well', 'love', 'ninety', 'know', 'canyon', 'mean', 'knowing', 'saving', 'sound', 'boulder', 'got', 'felt', 'walk', 'burn', 'abraham', 'clean', 'come', 'coming', 'fly', 'pretend', 'heartbreak', 'like', 'stood', 'watched', 'part', 'want', 'sky', 'life', 'rock', 'really', 'full', 'hold', 'could', 'story', 'listen', 'baby', 'sad', 'face', 'survive', 'hardest', 'fire', 'five', 'mountain', 'night', 'birmingham', 'hear', 'desire', 'trucks', 'grace', 'prairie', 'airplane', 'see', 'show', 'wash', 'way', 'wilderness', 'thought', 'last'}",{'bosom'},1,"{'burn', 'desire', 'fire'}",3
358,358,1976-06-14,album,Chicago X,False,True,If You Leave Me Now,0KMGxYKeUzK9wc5DZCt3HT,37i9dQZF1DWTJ7xPn4vNaz,False,Chicago,,,,,If You Leave Me Now,"If you leave me now You'll take away the biggest part of me Ooh no, baby, please don't go  And if you leave me now You'll take away the very heart of me Ooh no, baby, please don't go Ooh girl, I just want you to stay  A love like ours is love that's hard to find How could we let it slip away We've come too far to leave it all behind How could we end it all this way When tomorrow comes and we'll both regret The things we said today   A love like ours is love that's hard to find How could we let it slip away We've come too far to leave it all behind How could we end it all this way When tomorrow comes and we'll both regret The things we said today If you leave me now You'll take away the biggest part of me Ooh no, baby, please don't go  Ooh girl, I just got to have you by my side Ooh no, baby, please don't go Ooh mama, I just got to have your lovin'12",If You Leave Me Now by Chicago,Chicago,1970s,If You Leave Me Now,100,pass,"{'', 'leave', 'biggest', 'things', 'said', 'love', 'side', 'heart', 'away', 'ooh', 'got', 'girl', 'let', 'take', 'come', 'comes', 'regret', 'end', 'mama', 'like', 'part', 'lovin12', 'hard', 'want', 'baby', 'find', 'go', 'please', 'could', 'far', 'stay', 'tomorrow', 'behind', 'way', 'today', 'slip'}",set(),0,set(),0
359,359,1978-06-09,album,Some Girls,False,True,Beast Of Burden - Remastered 1994,77oU2rjC5XbjQfNe3bD6so,37i9dQZF1DWTJ7xPn4vNaz,False,The Rolling Stones,,,,,Beast Of Burden,"I'll never be your beast of burden My back is broad, but it's a-hurting All I want, for you to make love to me I'll never be your beast of burden I've walked for miles, my feet are hurting All I want is for you to make love to me  Am I hard enough? Am I rough enough? Am I rich enough? I'm not too blind to see  I'll never be your beast of burden So let's go home and draw the curtains Music on the radio Come on, baby, make sweet love to me  Am I hard enough? Am I rough enough? Am I rich enough? I'm not too blind to see Oh, little sister Pretty, pretty, pretty, pretty girls You're a pretty, pretty, pretty, pretty, pretty, pretty girl Pretty, pretty, such a pretty, pretty, pretty girl Come on, baby, please, please, please  I'll tell you, you can put me out on the street Put me out with no shoes on my feet But put me out, put me out Put me out of misery, yeah All your sickness, I can suck it up Throw it all at me, I can shrug it off There's one thing, baby, I don't understand You keep on telling me I ain't your kind of man  Ain't I rough enough? Ooh, honey Ain't I tough enough? Ain't I rich enough? In love enough? Ooh, please  I'll never be your beast of burden I'll never be your beast of burden Never, never, never, never, never, never, never be I'll never be your beast of burden I've walked for miles, my feet are hurting All I want is you to make love to me, yeah I don't need no beast of burden I need no fussing, I need no nursing Never, never, never, never, never, never, never be19",Beast of Burden by The Rolling Stones,The Rolling Stones,1970s,Beast of Burden,100,pass,"{'', 'beast', 'need', 'yeah', 'ahurting', 'nursing', 'oh', 'never', 'music', 'tell', 'love', 'enough', 'little', 'radio', 'fussing', 'pretty', 'broad', 'be19', 'shrug', 'ooh', 'girl', 'let', 'sister', 'feet', 'one', 'come', 'hurting', 'draw', 'telling', 'honey', 'throw', 'blind', 'suck', 'thing', 'hard', 'want', 'keep', 'baby', 'go', 'girls', 'please', 'sickness', 'kind', 'rich', 'home', 'back', 'walked', 'put', 'street', 'us', 'tough', 'man', 'make', 'shoes', 'rough', 'sweet', 'burden', 'misery', 'understand', 'see', 'miles', 'curtains'}",{'suck'},1,"{'beast', 'blind', 'girls', 'suck'}",4
